0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3889,0.0,0.0,0.0,9.7222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1667,2.7778,0.0,15.2778,19.4444,26.3889,30.5556,26.3889,4.1667,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2222,22.2222,18.0556,8.3333,13.8889,13.8889,18.0556,30.5556,26.3889,36.1111,26.3889,6.9444,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3889,5.5556,15.2778,19.4444,13.8889,23.6111,12.5,12.5,23.6111,12.5,26.3889,26.3889,19.4444,36.1111,6.9444,0.0,0.0,2.7778,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3333,13.8889,8.3333,13.8889,11.1111,8.3333,20.8333,16.6667,16.6667,19.4444,34.7222,18.0556,34.7222,23.6111,25.0,1.3889,0.0,0.0,1.3889
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,23.6111,9.7222,30.5556,11.1111,15.2778,29.1667,6.9444,13.8889,11.1111,20.8333,20.8333,23.6111,12.5,20.8333,16.6667,6.9444,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1667,13.8889,13.8889,18.0556,25.0,13.8889,11.1111,27.7778,11.1111,8.3333,8.3333,16.6667,22.2222,22.2222,22.2222,20.8333,12.5,1.3889,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3889,8.3333,11.1111,23.6111,12.5,16.6667,22.2222,16.6667,18.0556,27.7778,16.6667,18.0556,29.1667,9.7222,30.5556,30.5556,20.8333,12.5,18.0556,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.3889,0.0,6.9444,11.1111,5.5556,26.3889,12.5,19.4444,15.2778,22.2222,23.6111,16.6667,8.3333,11.1111,16.6667,12.5,26.3889,29.1667,20.8333,20.8333,19.4444,1.3889,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3333,6.9444,15.2778,12.5,8.3333,12.5,11.1111,13.8889,22.2222,13.8889,19.4444,16.6667,12.5,16.6667,22.2222,15.2778,41.6667,18.0556,13.8889,5.5556,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.3889,5.5556,6.9444,5.5556,16.6667,9.7222,6.9444,20.8333,33.3333,13.8889,13.8889,15.2778,23.6111,19.4444,19.4444,23.6111,30.5556,16.6667,47.2222,0.0,0.0,0.0,0.0,0.0
1.3889,0.0,0.0,0.0,0.0,1.3889,4.1667,0.0,11.1111,5.5556,12.5,13.8889,9.7222,20.8333,13.8889,13.8889,23.6111,18.0556,20.8333,4.1667,18.0556,18.0556,40.2778,26.3889,25.0,0.0,0.0,1.3889,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.3889,1.3889,0.0,12.5,12.5,18.0556,15.2778,23.6111,13.8889,6.9444,22.2222,23.6111,29.1667,19.4444,15.2778,16.6667,30.5556,23.6111,25.0,1.3889,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.3889,0.0,4.1667,2.7778,4.1667,1.3889,11.1111,9.7222,2.7778,9.7222,20.8333,8.3333,22.2222,16.6667,11.1111,26.3889,12.5,26.3889,27.7778,25.0,40.2778,2.7778,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.7778,5.5556,2.7778,8.3333,6.9444,8.3333,15.2778,18.0556,13.8889,8.3333,20.8333,23.6111,8.3333,13.8889,20.8333,9.7222,15.2778,16.6667,9.7222,0.0,0.0,0.0,1.3889,0.0,2.7778
0.0,0.0,0.0,0.0,0.0,0.0,2.7778,0.0,2.7778,0.0,12.5,9.7222,5.5556,5.5556,16.6667,19.4444,25.0,37.5,18.0556,30.5556,29.1667,18.0556,22.2222,5.5556,0.0,0.0,0.0,0.0,0.0,1.3889
0.0,0.0,0.0,0.0,0.0,0.0,5.5556,0.0,0.0,0.0,6.9444,5.5556,2.7778,2.7778,20.8333,4.1667,8.3333,16.6667,15.2778,18.0556,19.4444,23.6111,20.8333,0.0,0.0,1.3889,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3889,2.7778,1.3889,4.1667,4.1667,6.9444,4.1667,4.1667,6.9444,11.1111,6.9444,8.3333,6.9444,6.9444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7778,0.0,0.0,1.3889,2.7778,1.3889,1.3889,2.7778,1.3889,2.7778,2.7778,4.1667,2.7778,0.0,5.5556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.3889,0.0,0.0,1.3889,0.0,0.0,1.3889,1.3889,1.3889,1.3889,4.1667,4.1667,1.3889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
